CSDUID,CSD Name,Year,Indicator,Value
4810006,Edberg,2012,Number of Businesses,36
4810011,Camrose,2012,Number of Businesses,936
4810016,Beaver County,2012,Number of Businesses,296
4810022,Viking,2012,Number of Businesses,148
4810026,Minburn County No. 27,2012,Number of Businesses,55
4810028,Vegreville,2012,Number of Businesses,317
4810032,Minburn,2012,Number of Businesses,12
4810034,Mannville,2012,Number of Businesses,70
4810036,Vermilion River County,2012,Number of Businesses,282
4810039,Lloydminster (Part),2012,Number of Businesses,1085
4810041,Kitscoty,2012,Number of Businesses,98
4810042,Vermilion,2012,Number of Businesses,317
4810048,Two Hills County No. 21,2012,Number of Businesses,77
4819006,Grande Prairie County No. 1,2012,Number of Businesses,805
4810052,Two Hills,2012,Number of Businesses,84
4810061,Mundare,2012,Number of Businesses,51
4810064,Lamont,2012,Number of Businesses,85
4810066,Bruderheim,2012,Number of Businesses,34
4811001,Wetaskiwin County No. 10,2012,Number of Businesses,150
4811002,Wetaskiwin,2012,Number of Businesses,625
4817076,Northern Lights County,2012,Number of Businesses,58
4811011,Millet,2012,Number of Businesses,190
4811012,Leduc County,2012,Number of Businesses,734
4811013,Beaumont,2012,Number of Businesses,359
4811016,Leduc,2012,Number of Businesses,1063
4811018,Devon,2012,Number of Businesses,228
4811019,Calmar,2012,Number of Businesses,141
4811021,Thorsby,2012,Number of Businesses,147
4811024,Warburg,2012,Number of Businesses,72
4811031,Drayton Valley,2012,Number of Businesses,880
4811032,Brazeau County,2012,Number of Businesses,237
4811034,Parkland County,2012,Number of Businesses,1049
4811038,Seba Beach,2012,Number of Businesses,24
4811046,Spring Lake,2012,Number of Businesses,14
4811048,Stony Plain,2012,Number of Businesses,882
4811049,Spruce Grove,2012,Number of Businesses,991
4811052,Strathcona County,2012,Number of Businesses,3531
4811056,Fort Saskatchewan,2012,Number of Businesses,684
4811059,Sturgeon County,2012,Number of Businesses,688
4811061,Edmonton,2012,Number of Businesses,31390
4811062,St. Albert,2012,Number of Businesses,2329
4811064,Gibbons,2012,Number of Businesses,141
4811065,Redwater,2012,Number of Businesses,1
4811068,Morinville,2012,Number of Businesses,326
4811069,Legal,2012,Number of Businesses,93
4811801,Ermineskin 138,2012,Number of Businesses,40
4811804,Stony Plain 135,2012,Number of Businesses,15
4812002,Cold Lake,2012,Number of Businesses,335
4812004,Bonnyville No. 87,2012,Number of Businesses,531
4812009,Bonnyville,2012,Number of Businesses,760
4812014,St. Paul County No. 19,2012,Number of Businesses,307
4812018,St. Paul,2012,Number of Businesses,490
4812022,Smoky Lake County,2012,Number of Businesses,166
4812024,Vilna,2012,Number of Businesses,2
4815015,Bighorn No. 8,2012,Number of Businesses,371
4812802,Unipouheos 121,2012,Number of Businesses,8
4813061,Whispering Hills,2012,Number of Businesses,12
4812810,Cold Lake 149,2012,Number of Businesses,8
4812811,Kehewin 123,2012,Number of Businesses,6
4813001,Lac Ste. Anne County,2012,Number of Businesses,303
4817031,Opportunity No. 17,2012,Number of Businesses,10
4813012,Alberta Beach,2012,Number of Businesses,41
4813014,Onoway,2012,Number of Businesses,254
4813019,Barrhead,2012,Number of Businesses,446
4813028,Westlock County,2012,Number of Businesses,176
4813029,Woodlands County,2012,Number of Businesses,252
4813030,Whitecourt,2012,Number of Businesses,875
4813031,Westlock,2012,Number of Businesses,365
4813036,Thorhild County No. 7,2012,Number of Businesses,28
4813044,Athabasca County,2012,Number of Businesses,95
4813046,Boyle,2012,Number of Businesses,112
4813048,Athabasca,2012,Number of Businesses,335
4813049,Island Lake,2012,Number of Businesses,8
4813051,Island Lake South,2012,Number of Businesses,2
4813057,West Baptiste,2012,Number of Businesses,2
4814003,Yellowhead County,2012,Number of Businesses,314
4814019,Hinton,2012,Number of Businesses,585
4814024,Edson,2012,Number of Businesses,779
4815007,Crowsnest Pass,2012,Number of Businesses,234
4815013,Kananaskis,2012,Number of Businesses,10
4815023,Canmore,2012,Number of Businesses,777
4815033,Jasper,2012,Number of Businesses,277
4815035,Banff,2012,Number of Businesses,426
4816037,Wood Buffalo,2012,Number of Businesses,1829
4810068,Improvement District No. 13 Elk Island,2012,Number of Businesses,1
4816817,Janvier 194,2012,Number of Businesses,13
4817021,High Prairie,2012,Number of Businesses,299
4817024,Swan Hills,2012,Number of Businesses,112
4817026,Northern Sunrise County,2012,Number of Businesses,99
4817027,Big Lakes,2012,Number of Businesses,41
4817029,Slave Lake,2012,Number of Businesses,644
4817033,Lesser Slave River No.124,2012,Number of Businesses,55
4817825,Clear Hills 152C,2012,Number of Businesses,115
4817064,Hines Creek,2012,Number of Businesses,75
4817078,Manning,2012,Number of Businesses,203
4817093,High Level,2012,Number of Businesses,284
4817095,Mackenzie County,2012,Number of Businesses,451
4817097,Rainbow Lake,2012,Number of Businesses,54
4817817,Jean Baptiste Gambler 183,2012,Number of Businesses,10
4817819,Wabasca 166A,2012,Number of Businesses,65
4817824,Utikoomak Lake 155,2012,Number of Businesses,8
4817829,Sucker Creek 150A,2012,Number of Businesses,9
4817831,Swan River 150E,2012,Number of Businesses,37
4817835,Fox Lake 162,2012,Number of Businesses,2
4817837,John d'Or Prairie 215,2012,Number of Businesses,1
4817845,Hay Lake 209,2012,Number of Businesses,7
4817849,Upper Hay River 212,2012,Number of Businesses,1
4817856,Woodland Cree 226,2012,Number of Businesses,6
4817860,Loon Lake 235,2012,Number of Businesses,63
4818002,Fox Creek,2012,Number of Businesses,164
4818005,Grande Cache,2012,Number of Businesses,165
4818015,Greenview No. 16,2012,Number of Businesses,431
4818816,Sturgeon Lake 154,2012,Number of Businesses,6
4819008,Hythe,2012,Number of Businesses,102
4819009,Beaverlodge,2012,Number of Businesses,288
4819012,Grande Prairie,2012,Number of Businesses,3430
4819014,Sexsmith,2012,Number of Businesses,4
4819038,Peace River,2012,Number of Businesses,562
4819041,Smoky River No. 130,2012,Number of Businesses,182
4819042,McLennan,2012,Number of Businesses,34
4819044,Donnelly,2012,Number of Businesses,27
4819049,Birch Hills County,2012,Number of Businesses,92
4819056,Rycroft,2012,Number of Businesses,78
4819058,Spirit River,2012,Number of Businesses,160
4819059,Saddle Hills County,2012,Number of Businesses,123
4819066,Fairview No. 136,2012,Number of Businesses,4
4819068,Fairview,2012,Number of Businesses,345
4819071,Peace No. 135,2012,Number of Businesses,8
4819072,Berwyn,2012,Number of Businesses,35
4819074,Grimshaw,2012,Number of Businesses,209
4801003,Cypress County,2013,Number of Businesses,305
4801006,Medicine Hat,2013,Number of Businesses,2453
4801008,Forty Mile County No. 8,2013,Number of Businesses,138
4801009,Foremost,2013,Number of Businesses,10
4801014,Bow Island,2013,Number of Businesses,160
4801018,Redcliff,2013,Number of Businesses,257
4802001,Warner County No. 5,2013,Number of Businesses,177
4802002,Coutts,2013,Number of Businesses,26
4802004,Milk River,2013,Number of Businesses,1
4802006,Warner,2013,Number of Businesses,34
4802008,Raymond,2013,Number of Businesses,120
4802009,Stirling,2013,Number of Businesses,28
4802011,Lethbridge County,2013,Number of Businesses,184
4802012,Lethbridge,2013,Number of Businesses,3521
4802013,Coalhurst,2013,Number of Businesses,80
4802014,Nobleford,2013,Number of Businesses,53
4802016,Barons,2013,Number of Businesses,18
4802018,Picture Butte,2013,Number of Businesses,179
4802019,Coaldale,2013,Number of Businesses,356
4802022,Taber,2013,Number of Businesses,834
4802029,Vauxhall,2013,Number of Businesses,2
4802031,Newell County,2013,Number of Businesses,190
4813018,Barrhead County No. 11,2013,Number of Businesses,291
4802034,Brooks,2013,Number of Businesses,846
4802038,Rosemary,2013,Number of Businesses,35
4802039,Bassano,2013,Number of Businesses,107
4803001,Cardston County,2013,Number of Businesses,125
4803002,Magrath,2013,Number of Businesses,3
4812038,Improvement District No. 349,2013,Number of Businesses,83
4803004,Cardston,2013,Number of Businesses,192
4803006,Glenwood,2013,Number of Businesses,2
4803011,Pincher Creek No. 9,2013,Number of Businesses,45
4803014,Pincher Creek,2013,Number of Businesses,353
4803018,Willow Creek No. 26,2013,Number of Businesses,266
4803019,Fort Macleod,2013,Number of Businesses,228
4803022,Claresholm,2013,Number of Businesses,8
4803026,Nanton,2013,Number of Businesses,188
4811802,Pigeon Lake 138A,2013,Number of Businesses,21
4803802,Blood 148,2013,Number of Businesses,24
4804001,Acadia No. 34,2013,Number of Businesses,31
4804004,Special Area No. 2,2013,Number of Businesses,47
4804006,Empress,2013,Number of Businesses,12
4804011,Hanna,2013,Number of Businesses,191
4804012,Special Area No. 3,2013,Number of Businesses,136
4804016,Cereal,2013,Number of Businesses,1
4804019,Youngstown,2013,Number of Businesses,24
4804020,Special Area No. 4,2013,Number of Businesses,168
4804022,Consort,2013,Number of Businesses,1
4805001,Vulcan County,2013,Number of Businesses,119
4805006,Vulcan,2013,Number of Businesses,173
4805008,Lomond,2013,Number of Businesses,39
4805012,Wheatland County,2013,Number of Businesses,620
4805018,Strathmore,2013,Number of Businesses,513
4805021,Standard,2013,Number of Businesses,59
4805022,Rockyford,2013,Number of Businesses,45
4805026,Drumheller,2013,Number of Businesses,114
4805031,Starland County,2013,Number of Businesses,68
4805038,Morrin,2013,Number of Businesses,1
4805041,Kneehill County,2013,Number of Businesses,347
4805044,Acme,2013,Number of Businesses,62
4805046,Linden,2013,Number of Businesses,76
4805048,Three Hills,2013,Number of Businesses,6
4805049,Trochu,2013,Number of Businesses,137
4805802,Siksika 146,2013,Number of Businesses,17
4806001,Foothills No. 31,2013,Number of Businesses,929
4806006,High River,2013,Number of Businesses,588
4806008,Longview,2013,Number of Businesses,38
4806009,Turner Valley,2013,Number of Businesses,97
4806012,Okotoks,2013,Number of Businesses,1117
4806014,Rocky View County,2013,Number of Businesses,2068
4806016,Calgary,2013,Number of Businesses,49368
4806017,Chestermere,2013,Number of Businesses,533
4806019,Cochrane,2013,Number of Businesses,827
4806021,Airdrie,2013,Number of Businesses,1387
4806022,Irricana,2013,Number of Businesses,54
4806024,Beiseker,2013,Number of Businesses,63
4806026,Crossfield,2013,Number of Businesses,229
4806028,Mountain View County,2013,Number of Businesses,625
4806029,Carstairs,2013,Number of Businesses,1
4806031,Cremona,2013,Number of Businesses,59
4806032,Didsbury,2013,Number of Businesses,2
4806034,Olds,2013,Number of Businesses,550
4806036,Sundre,2013,Number of Businesses,2
4807001,Provost No. 52,2013,Number of Businesses,162
4807002,Provost,2013,Number of Businesses,299
4807004,Czar,2013,Number of Businesses,43
4807006,Hughenden,2013,Number of Businesses,1
4807008,Amisk,2013,Number of Businesses,21
4807011,Paintearth County No. 18,2013,Number of Businesses,19
4807012,Coronation,2013,Number of Businesses,137
4807014,Castor,2013,Number of Businesses,81
4807019,Stettler County No. 6,2013,Number of Businesses,124
4807026,Stettler,2013,Number of Businesses,552
4807028,Rochon Sands,2013,Number of Businesses,2
4807029,Donalda,2013,Number of Businesses,4
4807031,Flagstaff County,2013,Number of Businesses,309
4807034,Galahad,2013,Number of Businesses,1
4807036,Forestburg,2013,Number of Businesses,75
4807038,Heisler,2013,Number of Businesses,16
4807039,Daysland,2013,Number of Businesses,1
4807042,Killam,2013,Number of Businesses,113
4807044,Sedgewick,2013,Number of Businesses,120
4807049,Wainwright No. 61,2013,Number of Businesses,3
4807051,Chauvin,2013,Number of Businesses,52
4807052,Edgerton,2013,Number of Businesses,55
4807054,Wainwright,2013,Number of Businesses,459
4808001,Red Deer County,2013,Number of Businesses,1281
4808005,Jarvis Bay,2013,Number of Businesses,16
4808008,Innisfail,2013,Number of Businesses,429
4808009,Penhold,2013,Number of Businesses,1
4808011,Red Deer,2013,Number of Businesses,4040
4808012,Sylvan Lake,2013,Number of Businesses,485
4808013,Norglenwold,2013,Number of Businesses,13
4808022,Lacombe County,2013,Number of Businesses,673
4808023,Birchcliff,2013,Number of Businesses,2
4808024,Eckville,2013,Number of Businesses,3
4808025,Half Moon Bay,2013,Number of Businesses,3
4808026,Bentley,2013,Number of Businesses,121
4808029,Blackfalds,2013,Number of Businesses,6
4808031,Lacombe,2013,Number of Businesses,731
4808032,Clive,2013,Number of Businesses,1
4808034,Alix,2013,Number of Businesses,1
4808038,Ponoka County,2013,Number of Businesses,112
4808039,Ponoka,2013,Number of Businesses,489
4808044,Rimbey,2013,Number of Businesses,330
4808811,Samson 137,2013,Number of Businesses,27
4808813,Montana 139,2013,Number of Businesses,2
4809002,Clearwater County,2013,Number of Businesses,897
4809015,Rocky Mountain House,2013,Number of Businesses,897
4809810,Big Horn 144A,2013,Number of Businesses,13
4810001,Camrose County,2013,Number of Businesses,208
4810002,Bashaw,2013,Number of Businesses,89
4810003,Rosalind,2013,Number of Businesses,18
4810004,Ferintosh,2013,Number of Businesses,1
4810009,Bawlf,2013,Number of Businesses,1
4810011,Camrose,2013,Number of Businesses,981
4810012,Bittern Lake,2013,Number of Businesses,11
4810014,Hay Lakes,2013,Number of Businesses,39
4810016,Beaver County,2013,Number of Businesses,315
4810019,Ryley,2013,Number of Businesses,4
4810021,Holden,2013,Number of Businesses,33
4810022,Viking,2013,Number of Businesses,147
4810026,Minburn County No. 27,2013,Number of Businesses,64
4810028,Vegreville,2013,Number of Businesses,330
4810034,Mannville,2013,Number of Businesses,94
4810036,Vermilion River County,2013,Number of Businesses,294
4810038,Paradise Valley,2013,Number of Businesses,33
4810039,Lloydminster (Part),2013,Number of Businesses,1278
4810041,Kitscoty,2013,Number of Businesses,97
4810042,Vermilion,2013,Number of Businesses,309
4810048,Two Hills County No. 21,2013,Number of Businesses,166
4810051,Myrnam,2013,Number of Businesses,1
4810056,Willingdon,2013,Number of Businesses,1
4810058,Lamont County,2013,Number of Businesses,122
4810064,Lamont,2013,Number of Businesses,102
4810066,Bruderheim,2013,Number of Businesses,36
4810068,Improvement District No. 13 Elk Island,2013,Number of Businesses,1
4811001,Wetaskiwin County No. 10,2013,Number of Businesses,459
4811002,Wetaskiwin,2013,Number of Businesses,554
4811003,Argentia Beach,2013,Number of Businesses,1
4811005,Poplar Bay,2013,Number of Businesses,61
4817076,Northern Lights County,2013,Number of Businesses,64
4811011,Millet,2013,Number of Businesses,1
4811012,Leduc County,2013,Number of Businesses,1066
4811013,Beaumont,2013,Number of Businesses,429
4811016,Leduc,2013,Number of Businesses,1116
4811018,Devon,2013,Number of Businesses,241
4811019,Calmar,2013,Number of Businesses,152
4811021,Thorsby,2013,Number of Businesses,3
4811023,Golden Days,2013,Number of Businesses,1
4811024,Warburg,2013,Number of Businesses,1
4811026,Breton,2013,Number of Businesses,1
4811031,Drayton Valley,2013,Number of Businesses,913
4811032,Brazeau County,2013,Number of Businesses,235
4811034,Parkland County,2013,Number of Businesses,1234
4811038,Seba Beach,2013,Number of Businesses,29
4811041,Point Alison,2013,Number of Businesses,1
4811045,Wabamun,2013,Number of Businesses,29
4811046,Spring Lake,2013,Number of Businesses,16
4811048,Stony Plain,2013,Number of Businesses,724
4811049,Spruce Grove,2013,Number of Businesses,1105
4811052,Strathcona County,2013,Number of Businesses,3769
4811056,Fort Saskatchewan,2013,Number of Businesses,653
4811059,Sturgeon County,2013,Number of Businesses,819
4811061,Edmonton,2013,Number of Businesses,33910
4811062,St. Albert,2013,Number of Businesses,2377
4811064,Gibbons,2013,Number of Businesses,159
4811065,Redwater,2013,Number of Businesses,148
